# gen;best_fit
0;154
1;154
2;154
3;154
4;154
5;74
6;74
7;74
8;74
9;74
10;74
11;74
12;74
13;74
14;74
15;74
16;0.857143
17;0.857143
18;0.857143
19;0.857143
20;0.857143
21;0.857143
22;0.857143
23;0.857143
24;0.857143
25;0.857143
26;0.857143
27;0.857143
28;0.857143
29;0.857143
30;0.857143
31;0.857143
32;0.857143
33;0.857143
34;0.857143
35;0.857143
36;0.857143
37;0.857143
38;0.857143
39;0.857143
40;0.857143
41;0.857143
42;0.857143
43;0.857143
44;0.857143
45;0.857143
46;0.857143
47;0.857143
48;0.857143
49;0.857143
50;0.857143
51;0.857143
52;0.857143
53;0.857143
54;0.857143
55;0.857143
56;0.857143
57;0.857143
58;0.857143
59;0.857143
60;0.857143
61;0.857143
62;0.857143
63;0.857143
64;0.857143
65;0.857143
66;0.857143
67;0.857143
68;0.857143
69;0.857143
70;0.857143
71;0.857143
72;0.857143
73;0.857143
74;0.857143
75;0.857143
76;0.857143
77;0.857143
78;0.857143
79;0.857143
80;0.857143
81;0.857143
82;0.857143
83;0.857143
84;0.857143
85;0.857143
86;0.857143
87;0.857143
88;0.857143
89;0.857143
90;0.857143
91;0.857143
92;0.857143
93;0.857143
94;0.857143
95;0.857143
96;0.857143
97;0.857143
98;0.857143
99;0.857143
100;0.857143
101;0.857143
102;0.857143
103;0.857143
104;0.857143
105;0.857143
106;0.857143
107;0.857143
108;0.857143
109;0.857143
110;0.857143
111;0.857143
112;0.857143
113;0.857143
114;0.857143
115;0.857143
116;0.857143
117;0.857143
118;0.857143
119;0.857143
120;0.857143
121;0.857143
122;0.857143
123;0.857143
124;0.857143
125;0.857143
126;0.857143
127;0.857143
128;0.857143
129;0.857143
130;0.857143
131;0.857143
132;0.857143
133;0.857143
134;0.857143
135;0.857143
136;0.857143
137;0.857143
138;0.857143
139;0.857143
140;0.857143
141;0.857143
142;0.857143
143;0.857143
144;0.857143
145;0.857143
146;0.857143
147;0.857143
148;0.857143
149;0.857143
150;0.857143
151;0.857143
152;0.857143
153;0.857143
154;0.857143
155;0.857143
156;0.857143
157;0.857143
158;0.857143
159;0.857143
160;0.857143
161;0.857143
162;0.857143
163;0.857143
164;0.857143
165;0.857143
166;0.857143
167;0.857143
168;0.857143
169;0.857143
170;0.857143
171;0.857143
172;0.857143
173;0.857143
174;0.857143
175;0.857143
176;0.857143
177;0.857143
178;0.857143
179;0.857143
180;0.857143
181;0.857143
182;0.857143
183;0.857143
184;0.857143
185;0.857143
186;0.857143
187;0.857143
188;0.857143
189;0.857143
190;0.857143
191;0.857143
192;0.857143
193;0.857143
194;0.857143
195;0.857143
196;0.857143
197;0.857143
198;0.857143
199;0.857143
200;0.857143
201;0.857143
202;0.857143
203;0.857143
204;0.857143
205;0.857143
206;0.857143
207;0.857143
208;0.857143
209;0.857143
210;0.857143
211;0.857143
212;0.857143
213;0.857143
214;0.857143
215;0.857143
216;0.857143
217;0.857143
218;0.857143
219;0.857143
220;0.857143
221;0.857143
222;0.857143
223;0.857143
224;0.857143
225;0.857143
226;0.857143
227;0.857143
228;0.857143
229;0.857143
230;0.857143
231;0.857143
232;0.857143
233;0.857143
234;0.857143
235;0.857143
236;0.857143
237;0.857143
238;0.857143
239;0.857143
240;0.857143
241;0.857143
242;0.857143
243;0.857143
244;0.857143
245;0.857143
246;0.857143
247;0.857143
248;0.857143
249;0.857143
250;0.857143
251;0.857143
252;0.857143
253;0.857143
254;0.857143
255;0.857143
256;0.857143
257;0.857143
258;0.857143
259;0.857143
260;0.857143
261;0.857143
262;0.857143
263;0.857143
264;0.857143
265;0.857143
266;0.857143
267;0.857143
268;0.857143
269;0.857143
270;0.857143
271;0.857143
272;0.857143
273;0.857143
274;0.857143
275;0.857143
276;0.857143
277;0.857143
278;0.857143
279;0.857143
280;0.857143
281;0.857143
282;0.857143
283;0.857143
284;0.857143
285;0.857143
286;0.857143
287;0.857143
