# gen;best_fit
0;429.714
1;429.714
2;361.714
3;361.714
4;361.714
5;361.714
6;241.714
7;241.714
8;241.714
9;183.714
10;183.714
11;183.714
12;121.714
13;121.714
14;121.714
15;61.7143
16;61.7143
17;61.7143
18;23.7143
19;23.7143
20;23.7143
21;23.7143
22;23.7143
23;23.7143
24;23.7143
25;11.7143
26;11.7143
27;11.7143
28;11.7143
29;11.7143
30;11.7143
31;11.7143
32;3.71429
33;3.71429
34;3.71429
35;3.71429
36;3.71429
37;3.71429
38;3.71429
39;3.71429
40;3.71429
41;3.71429
42;3.71429
43;3.71429
44;3.71429
45;3.71429
46;3.71429
47;3.71429
48;3.71429
49;3.71429
50;3.71429
51;3.71429
52;3.71429
53;3.71429
54;3.71429
55;3.71429
56;3.71429
57;3.71429
58;3.71429
59;3.71429
60;3.71429
61;3.71429
62;3.71429
63;3.71429
64;3.71429
65;3.71429
66;3.71429
67;3.71429
68;3.71429
69;3.71429
70;3.71429
71;3.71429
72;3.71429
73;3.71429
74;3.71429
75;3.71429
76;3.71429
77;3.71429
78;3.71429
79;3.71429
80;3.71429
81;3.71429
82;3.71429
83;3.71429
84;3.71429
85;3.71429
86;3.71429
87;3.71429
88;3.71429
89;3.71429
90;3.71429
91;3.71429
92;3.71429
93;3.71429
94;3.71429
95;3.71429
96;3.71429
97;3.71429
98;3.71429
99;3.71429
100;3.71429
101;3.71429
102;3.71429
103;3.71429
104;3.71429
105;3.71429
106;3.71429
107;3.71429
108;3.71429
109;3.71429
110;3.71429
111;3.71429
112;3.71429
113;3.71429
114;3.71429
115;3.71429
116;3.71429
117;3.71429
118;3.71429
119;3.71429
120;3.71429
121;3.71429
122;3.71429
123;3.71429
124;3.71429
125;3.71429
126;3.71429
127;3.71429
128;3.71429
129;3.71429
130;3.71429
131;3.71429
132;3.71429
133;3.71429
134;3.71429
135;3.71429
136;3.71429
137;3.71429
138;3.71429
139;3.71429
140;3.71429
141;3.71429
142;3.71429
143;3.71429
144;3.71429
145;3.71429
146;3.71429
147;3.71429
148;3.71429
149;3.71429
150;3.71429
151;3.71429
152;3.71429
153;3.71429
154;3.71429
155;3.71429
156;3.71429
157;3.71429
158;3.71429
159;3.71429
160;3.71429
161;3.71429
162;3.71429
163;3.71429
164;3.71429
165;3.71429
166;3.71429
167;3.71429
168;3.71429
169;3.71429
170;3.71429
171;3.71429
172;3.71429
173;3.71429
174;3.71429
175;3.71429
176;3.71429
177;3.71429
178;3.71429
179;3.71429
180;3.71429
181;3.71429
182;3.71429
183;3.71429
184;3.71429
185;3.71429
186;3.71429
187;3.71429
188;3.71429
189;3.71429
190;3.71429
191;3.71429
192;3.71429
193;3.71429
194;3.71429
195;3.71429
196;3.71429
197;3.71429
198;3.71429
199;3.71429
200;3.71429
201;3.71429
202;3.71429
203;3.71429
204;3.71429
205;3.71429
206;3.71429
207;3.71429
208;3.71429
209;3.71429
210;3.71429
211;3.71429
212;3.71429
213;3.71429
214;3.71429
215;3.71429
216;3.71429
217;3.71429
218;3.71429
219;3.71429
220;3.71429
221;3.71429
222;3.71429
223;3.71429
224;3.71429
225;3.71429
226;3.71429
227;3.71429
228;3.71429
