# gen;best_fit
0;220.889
1;220.889
2;220.889
3;220.889
4;220.889
5;190.889
6;168.889
7;168.889
8;168.889
9;168.889
10;168.889
11;88.8889
12;88.8889
13;88.8889
14;88.8889
15;88.8889
16;52.8889
17;52.8889
18;52.8889
19;32.8889
20;22.8889
21;22.8889
22;22.8889
23;22.8889
24;22.8889
25;22.8889
26;22.8889
27;22.8889
28;14.8889
29;14.8889
30;14.8889
31;14.8889
32;14.8889
33;14.8889
34;14.8889
35;14.8889
36;14.8889
37;14.8889
38;14.8889
39;14.8889
40;14.8889
41;14.8889
42;14.8889
43;14.8889
44;14.8889
45;14.8889
46;14.8889
47;14.8889
48;14.8889
49;10.8889
50;10.8889
51;10.8889
52;10.8889
53;10.8889
54;10.8889
55;10.8889
56;10.8889
57;10.8889
58;10.8889
59;10.8889
60;10.8889
61;10.8889
62;10.8889
63;10.8889
64;10.8889
65;10.8889
66;10.8889
67;10.8889
68;10.8889
69;10.8889
70;10.8889
71;10.8889
72;10.8889
73;10.8889
74;10.8889
75;10.8889
76;10.8889
77;10.8889
78;10.8889
79;10.8889
80;10.8889
81;10.8889
82;10.8889
83;10.8889
84;10.8889
85;10.8889
86;10.8889
87;10.8889
88;10.8889
89;10.8889
90;10.8889
91;10.8889
92;10.8889
93;10.8889
94;10.8889
95;10.8889
96;10.8889
97;10.8889
98;10.8889
99;10.8889
100;10.8889
101;10.8889
102;10.8889
103;10.8889
104;10.8889
105;10.8889
106;10.8889
107;10.8889
108;10.8889
109;10.8889
110;10.8889
111;10.8889
112;10.8889
113;10.8889
114;10.8889
115;10.8889
116;10.8889
117;10.8889
118;10.8889
119;10.8889
120;10.8889
121;10.8889
122;10.8889
123;10.8889
124;10.8889
125;10.8889
126;10.8889
127;10.8889
128;10.8889
129;10.8889
130;10.8889
131;10.8889
132;10.8889
133;10.8889
134;10.8889
135;10.8889
136;10.8889
137;10.8889
138;10.8889
139;10.8889
140;10.8889
141;10.8889
142;10.8889
143;10.8889
144;10.8889
145;10.8889
146;10.8889
147;10.8889
148;10.8889
149;10.8889
150;10.8889
151;10.8889
152;10.8889
153;10.8889
154;10.8889
155;10.8889
156;10.8889
157;10.8889
158;10.8889
159;10.8889
160;10.8889
161;10.8889
162;10.8889
163;10.8889
164;10.8889
165;10.8889
166;10.8889
167;10.8889
168;10.8889
169;10.8889
170;10.8889
171;10.8889
172;10.8889
173;10.8889
174;10.8889
175;10.8889
176;10.8889
177;10.8889
178;10.8889
179;10.8889
180;10.8889
181;10.8889
182;10.8889
183;10.8889
184;10.8889
185;10.8889
186;10.8889
187;10.8889
188;10.8889
189;10.8889
190;10.8889
191;10.8889
192;10.8889
193;10.8889
194;10.8889
195;10.8889
196;10.8889
197;10.8889
198;10.8889
199;10.8889
200;10.8889
201;10.8889
202;10.8889
203;10.8889
204;10.8889
205;10.8889
206;10.8889
207;10.8889
208;10.8889
209;10.8889
210;10.8889
211;10.8889
212;10.8889
213;8.88889
214;8.88889
215;8.88889
216;8.88889
217;8.88889
218;8.88889
219;8.88889
220;8.88889
221;8.88889
222;8.88889
223;8.88889
224;8.88889
225;8.88889
226;8.88889
227;8.88889
228;8.88889
229;8.88889
230;8.88889
231;8.88889
232;8.88889
233;8.88889
234;8.88889
235;8.88889
236;8.88889
237;8.88889
238;8.88889
239;8.88889
240;8.88889
241;8.88889
242;8.88889
243;8.88889
244;8.88889
245;8.88889
246;8.88889
247;8.88889
248;8.88889
249;8.88889
250;8.88889
251;8.88889
252;8.88889
253;8.88889
254;8.88889
255;8.88889
256;8.88889
257;8.88889
258;8.88889
259;8.88889
260;8.88889
261;8.88889
262;8.88889
263;8.88889
264;8.88889
265;8.88889
266;8.88889
267;8.88889
268;8.88889
269;8.88889
270;8.88889
271;8.88889
272;8.88889
273;8.88889
274;8.88889
275;8.88889
276;8.88889
277;8.88889
278;8.88889
279;8.88889
280;8.88889
281;8.88889
282;8.88889
283;8.88889
284;8.88889
285;8.88889
286;8.88889
287;8.88889
288;8.88889
289;8.88889
290;8.88889
291;8.88889
292;8.88889
293;8.88889
294;8.88889
295;8.88889
296;8.88889
297;8.88889
298;8.88889
299;8.88889
300;8.88889
301;8.88889
302;8.88889
303;8.88889
304;8.88889
305;8.88889
306;8.88889
307;8.88889
308;8.88889
309;8.88889
310;8.88889
311;8.88889
312;8.88889
313;8.88889
314;8.88889
315;8.88889
316;8.88889
317;8.88889
318;8.88889
319;8.88889
320;8.88889
321;8.88889
322;8.88889
323;8.88889
324;8.88889
325;8.88889
326;8.88889
327;8.88889
328;8.88889
329;8.88889
330;8.88889
331;8.88889
332;8.88889
333;8.88889
334;8.88889
335;8.88889
336;8.88889
337;8.88889
338;8.88889
339;8.88889
340;8.88889
341;8.88889
342;8.88889
343;8.88889
344;8.88889
345;8.88889
346;8.88889
347;8.88889
348;8.88889
349;8.88889
350;8.88889
351;8.88889
352;8.88889
353;8.88889
354;8.88889
355;8.88889
356;8.88889
357;8.88889
358;8.88889
359;8.88889
360;8.88889
361;8.88889
362;8.88889
363;8.88889
364;8.88889
365;8.88889
366;8.88889
367;8.88889
368;8.88889
369;8.88889
370;8.88889
371;8.88889
372;8.88889
373;8.88889
374;8.88889
375;8.88889
376;8.88889
377;8.88889
378;8.88889
379;8.88889
380;8.88889
381;8.88889
382;8.88889
383;8.88889
384;8.88889
385;8.88889
386;8.88889
387;8.88889
388;8.88889
389;8.88889
390;8.88889
391;8.88889
392;8.88889
393;8.88889
394;8.88889
395;8.88889
396;8.88889
397;8.88889
398;8.88889
399;8.88889
400;8.88889
401;8.88889
402;8.88889
403;8.88889
404;8.88889
405;8.88889
406;8.88889
407;8.88889
408;8.88889
409;8.88889
410;8.88889
411;8.88889
412;8.88889
413;8.88889
414;8.88889
415;8.88889
416;8.88889
417;8.88889
418;8.88889
419;8.88889
420;8.88889
421;8.88889
422;8.88889
423;8.88889
424;8.88889
425;8.88889
426;8.88889
427;8.88889
428;8.88889
429;8.88889
430;8.88889
431;8.88889
432;8.88889
433;8.88889
434;8.88889
435;8.88889
436;8.88889
437;8.88889
438;8.88889
439;8.88889
440;8.88889
441;8.88889
442;8.88889
443;8.88889
444;8.88889
445;8.88889
446;8.88889
447;8.88889
448;8.88889
449;8.88889
450;8.88889
451;8.88889
452;8.88889
453;8.88889
454;8.88889
455;8.88889
456;8.88889
457;8.88889
458;8.88889
459;8.88889
460;8.88889
461;8.88889
462;8.88889
463;8.88889
464;8.88889
465;8.88889
466;8.88889
467;8.88889
468;8.88889
469;8.88889
470;8.88889
471;8.88889
472;8.88889
473;8.88889
474;8.88889
475;8.88889
476;8.88889
477;8.88889
478;8.88889
479;8.88889
480;8.88889
481;8.88889
482;8.88889
483;8.88889
484;8.88889
485;8.88889
486;8.88889
487;8.88889
488;8.88889
489;8.88889
490;8.88889
491;8.88889
492;8.88889
493;8.88889
494;8.88889
495;8.88889
496;8.88889
497;8.88889
498;8.88889
499;8.88889
500;8.88889
501;8.88889
502;8.88889
503;8.88889
504;8.88889
505;8.88889
506;8.88889
507;8.88889
508;8.88889
509;8.88889
510;8.88889
511;8.88889
512;8.88889
513;8.88889
514;8.88889
515;8.88889
516;8.88889
517;8.88889
518;8.88889
519;8.88889
520;8.88889
521;8.88889
522;8.88889
523;8.88889
524;8.88889
525;8.88889
526;8.88889
527;8.88889
528;8.88889
529;8.88889
530;8.88889
531;8.88889
532;8.88889
533;8.88889
534;8.88889
535;8.88889
536;8.88889
537;8.88889
538;8.88889
539;8.88889
540;8.88889
541;8.88889
542;8.88889
543;8.88889
544;8.88889
545;8.88889
546;8.88889
547;8.88889
548;8.88889
549;8.88889
550;8.88889
551;8.88889
552;8.88889
553;8.88889
554;8.88889
555;8.88889
556;8.88889
557;8.88889
558;8.88889
559;8.88889
560;8.88889
561;8.88889
562;8.88889
563;8.88889
564;8.88889
565;8.88889
566;8.88889
567;8.88889
568;8.88889
569;8.88889
570;8.88889
571;8.88889
572;8.88889
573;8.88889
574;8.88889
575;8.88889
576;8.88889
577;8.88889
578;8.88889
579;8.88889
580;8.88889
581;8.88889
582;8.88889
583;8.88889
584;8.88889
585;8.88889
586;8.88889
587;8.88889
588;8.88889
589;8.88889
590;8.88889
591;8.88889
592;8.88889
593;8.88889
594;8.88889
595;8.88889
596;8.88889
597;8.88889
598;8.88889
599;8.88889
